id,species,common_name,category,mean_lai,lai_min,lai_max,measurement_count,pft,canopy_form,climate,deciduous,tier,tier_source,sources,notes
100010,Terminalia duckei,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100011,Terminalia canescens,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100012,Terminalia amazonia,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100013,Terminalia mucronata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100014,Terminalia chebula,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100015,Terminalia platyphylla,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100016,Terminalia arenicola,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100017,Terminalia citrina,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100018,Terminalia carolinensis,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100019,Terminalia hainanensis,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100020,Terminalia buceras,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100021,Terminalia litoralis,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100022,Terminalia superba,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100023,Terminalia subspathulata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100024,Terminalia myriocarpa,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100025,Terminalia boivinii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100026,Terminalia sokodensis,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100027,Terminalia gazensis,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100028,Terminalia laxiflora,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100029,Terminalia tetraphylla,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100030,Terminalia tomentosa,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100031,Terminalia calophylla,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100032,Terminalia mildbreadii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100033,Terminalia brachystemma,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100034,Terminalia sericea,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100035,Terminalia ulexoides,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100036,Terminalia leiocarpa,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100037,Terminalia nigrovenulosa,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100038,Terminalia porphyrocarpa,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100039,Terminalia macroptera,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100040,Terminalia oblonga,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100041,Terminalia divaricata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100042,Terminalia platyptera,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100043,Terminalia bentzoe,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100044,Terminalia australis,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100045,Terminalia phillyreifolia,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100046,Terminalia hylodendron,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100047,Terminalia brassii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100048,Terminalia kaernbachii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100049,Terminalia complanata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100050,Terminalia franchetii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100051,Terminalia myrtifolia,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100052,Terminalia alata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100053,Terminalia fagifolia,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100054,Terminalia circumalata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100055,Terminalia glaucescens,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100056,Terminalia kaiseriana,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100057,Terminalia spekei,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100058,Terminalia pendula,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100059,Terminalia sericocarpa,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100060,Terminalia albida,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100061,Terminalia canaliculata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100062,Terminalia suberosa,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100063,Terminalia elliptica,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100064,Terminalia neotaliala,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100065,Terminalia lecardii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100066,Terminalia fitzgeraldii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100067,Terminalia bursarina,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100068,Terminalia costaricensis,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100069,Terminalia glabrata,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100070,Terminalia pulcherrima,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100071,Terminalia kleinii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100072,Terminalia benzoe,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100073,Terminalia nitens,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100074,Terminalia prunioides,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100075,Terminalia anogeissiana,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100076,Terminalia archipelagi,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100077,Terminalia aubletii,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
100078,Terminalia spec.,,Tree,3.2,1.5,5.5,0,TrBD,spreading,tropical,FALSE,4,PFT_Mean_GBIF,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Combretaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Terminalia GBIF accepted species. PFT: TrBD. Urban LAI may differ from natural conditions.
